candidate_id,rank,score,reasoning
CAND_0051004,90,92.257,"Demonstrates 4.7 years of experience, currently active as a backend/ML professional (Senior Data Scientist) at CRED. Willing to relocate to Noida/Pune from Delhi, Delhi. Showcases decent alignment with the technical requirements, offering Embeddings, Vector Search and experience in LLM fine-tuning. Excellent availability signals and a 41% response rate. Stated notice period is 15 days."
CAND_0082262,91,92.242,"A senior backend/ML engineer offering 5.9 years of experience, presently working as Senior Software Engineer (ML) at Wipro. A viable candidate with relevant skills in Weaviate, PyTorch and experience in LLM fine-tuning. Operating from Bangalore, Karnataka. Strong platform engagement with a 64% response rate. Stated notice period is 30 days."
CAND_0020708,92,92.169,"A backend/ML professional offering 4.2 years of experience, presently working as Search Engineer at PolicyBazaar. Showcases decent alignment with the technical requirements, offering Elasticsearch, Milvus and experience in LLM fine-tuning. Based out of Indore, Madhya Pradesh. Strong platform engagement with a 84% response rate. Stated notice period is 30 days."
CAND_0062561,93,92.033,"A senior backend/ML engineer offering 5.9 years of experience, presently working as ML Engineer at Razorpay. A viable candidate with relevant skills in Information Retrieval, Weaviate and experience in learning-to-rank models. Operating from Bhubaneswar, Odisha. Strong platform engagement with a 36% response rate. Stated notice period is 30 days."
CAND_0003841,94,91.930,"Demonstrates 5.0 years of experience, currently active as a senior backend/ML engineer (ML Engineer) at Tech Mahindra. Located in target office location (Pune/Noida), meeting the hybrid setup needs. Demonstrates capability in Pinecone, Diffusion Models and experience in LLM fine-tuning, with potential for this role. Excellent availability signals and a 71% response rate. Stated notice period is 30 days."
CAND_0069638,95,91.659,"A senior backend/ML engineer offering 6.2 years of experience, presently working as Computer Vision Engineer at Swiggy. Demonstrates capability in Pinecone, PyTorch and experience in LLM fine-tuning, with potential for this role. Willing to relocate to Noida/Pune from Chennai, Tamil Nadu. Very active candidate showing a 64% recruiter response rate. Stated notice period is 30 days."
CAND_0082086,96,91.385,"Demonstrates capability in FAISS, Pinecone and experience in LLM fine-tuning, with potential for this role. Brings 6.0 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior Software Engineer (ML) with Razorpay. Operating from Delhi, Delhi. Strong platform engagement with a 85% response rate. Stated notice period is 45 days."
CAND_0008239,97,91.340,"Demonstrates 4.0 years of experience, currently active as a backend/ML professional (AI Engineer) at Apple. Based in Jaipur, Rajasthan but willing to relocate to target office. A viable candidate with relevant skills in Elasticsearch, Vector Search and experience in LLM fine-tuning. Strong platform engagement with a 73% response rate. Stated notice period is 15 days."
CAND_0066690,98,91.319,"Showcases decent alignment with the technical requirements, offering Elasticsearch, Pinecone and experience in LLM fine-tuning. Brings 4.8 years of industry experience as a backend/ML professional, currently holding the role of ML Engineer with Freshworks. Willing to relocate to Noida/Pune from Gurgaon, Haryana. Strong platform engagement with a 88% response rate. Stated notice period is 30 days."
CAND_0025923,99,91.299,"A viable candidate with relevant skills in Qdrant, Pinecone. Brings 5.0 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior Software Engineer (ML) with HCL. Based in Kolkata, West Bengal but willing to relocate to target office. Strong platform engagement with a 84% response rate. Stated notice period is 30 days."
CAND_0067828,100,91.282,"Demonstrates 4.8 years of experience, currently active as a backend/ML professional (Senior Software Engineer) at Mindtree. Currently located in Bangalore, Karnataka. A viable candidate with relevant skills in Pinecone, RAG. Very active candidate showing a 77% recruiter response rate. Stated notice period is 30 days."
