candidate_id,rank,score,reasoning
CAND_0083852,90,83.705,"A senior backend/ML engineer offering 6.0 years of experience, presently working as Data Scientist at Mad Street Den. Demonstrates capability in Information Retrieval, Qdrant and experience in LLM fine-tuning, with potential for this role. Based in Ahmedabad, Gujarat but willing to relocate to target office. Active on the platform though notice period of 90 days is longer than preferred."
CAND_0003841,91,83.580,"Demonstrates 5.0 years of experience, currently active as a senior backend/ML engineer (ML Engineer) at Tech Mahindra. Based locally in Pune/Noida, perfect for our current office cadence. Showcases decent alignment with the technical requirements, offering Pinecone, Diffusion Models and experience in LLM fine-tuning. Strong platform engagement with a 71% response rate. Stated notice period is 30 days."
CAND_0021163,92,83.169,"Demonstrates 7.1 years of experience, currently active as a senior backend/ML engineer (Senior Software Engineer) at Razorpay. Based in Sydney but willing to relocate to target office. Showcases decent alignment with the technical requirements, offering BM25, Milvus and experience in learning-to-rank models. Very active candidate showing a 73% recruiter response rate. Stated notice period is 60 days."
CAND_0081480,93,83.115,"A senior backend/ML engineer offering 5.6 years of experience, presently working as Computer Vision Engineer at Sarvam AI. A viable candidate with relevant skills in BM25, Vector Search and experience in LLM fine-tuning. Based locally in Pune/Noida, perfect for our current office cadence. Very active candidate showing a 85% recruiter response rate. Stated notice period is 60 days."
CAND_0087744,94,83.007,"A backend/ML professional offering 3.9 years of experience, presently working as Senior Software Engineer (ML) at Niramai. A viable candidate with relevant skills in Pinecone, FAISS and experience in learning-to-rank models. Willing to relocate to Noida/Pune from Indore, Madhya Pradesh. Excellent availability signals and a 88% response rate. Stated notice period is 30 days."
CAND_0068410,95,83.000,"A viable candidate with relevant skills in BM25, OpenSearch. Brings 5.8 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior Software Engineer (ML) with Unacademy. Based in Ahmedabad, Gujarat but willing to relocate to target office. Excellent availability signals and a 42% response rate. Stated notice period is 45 days."
CAND_0051004,96,82.987,"Demonstrates 4.7 years of experience, currently active as a backend/ML professional (Senior Data Scientist) at CRED. Willing to relocate to Noida/Pune from Delhi, Delhi. A viable candidate with relevant skills in Embeddings, Vector Search and experience in LLM fine-tuning. Excellent availability signals and a 41% response rate. Stated notice period is 15 days."
CAND_0005649,97,82.927,"Demonstrates capability in Information Retrieval, Weaviate and experience in LLM fine-tuning, with potential for this role. Brings 7.4 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior Data Scientist with Sarvam AI. Willing to relocate to Noida/Pune from Delhi, Delhi. Active on the platform though notice period of 90 days is longer than preferred."
CAND_0017090,98,82.690,"Showcases decent alignment with the technical requirements, offering OpenSearch, Weaviate. Brings 5.5 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior Software Engineer (ML) with Paytm. Currently located in Kochi, Kerala. Strong platform engagement with a 71% response rate. Stated notice period is 60 days."
CAND_0075249,99,82.516,"Demonstrates 6.2 years of experience, currently active as a senior backend/ML engineer (Applied ML Engineer) at Zomato. Based out of Ahmedabad, Gujarat. Demonstrates capability in BM25, Milvus and experience in LLM fine-tuning, with potential for this role. Very active candidate showing a 82% recruiter response rate. Stated notice period is 45 days."
CAND_0073548,100,82.313,"A senior backend/ML engineer offering 5.6 years of experience, presently working as Senior Software Engineer at Wipro. Showcases decent alignment with the technical requirements, offering FAISS, Diffusion Models. Currently located in Chennai, Tamil Nadu. Very active candidate showing a 57% recruiter response rate. Stated notice period is 60 days."
